C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-001.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-001.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-002.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-002.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-003.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-003.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-004.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-004.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-005.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-005.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-006.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-006.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-007.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-007.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-008.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-008.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-009.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-009.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-010.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-010.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-011.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-011.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-012.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-012.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-013.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-013.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-014.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-014.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-015.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-015.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-016.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-016.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-017.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-017.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-018.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-018.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-019.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-019.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-020.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-020.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-021.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-021.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-022.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-022.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-023.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-023.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-024.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-024.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-025.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-025.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-026.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-026.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-027.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-027.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-028.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-028.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549AB\40X\SOB_B_A-14-22549AB-40-029.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549AB\100X\SOB_B_A-14-22549AB-100-029.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-001.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-001.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-002.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-002.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-003.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-003.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-004.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-004.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-005.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-005.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-006.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-006.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-007.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-007.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-008.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-008.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-009.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-009.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-010.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-010.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-011.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-011.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-012.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-012.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-013.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-013.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-014.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-014.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-015.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-015.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-016.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-016.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-017.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-017.png
C:\dataset\BreaKHis_v1\histology_slides\breast_40\benign\SOB\adenosis\SOB_B_A_14-22549CD\40X\SOB_B_A-14-22549CD-40-018.png,C:\dataset\BreaKHis_v1\histology_slides\breast_100\benign\SOB\adenosis\SOB_B_A_14-22549CD\100X\SOB_B_A-14-22549CD-100-018.png
